,tweet_date,tweet_id,text,user_id,username,userLocation,followersCount,friendsCount,statusesCount,favouriteCount,verified
1367,Thu Dec 13 00:39:30 +0000 2018,1073014512477970434,"@Fxrno @bkelly776 That’s Nike for you, slap a badge on a template.",999365433336717312,Harvey Moorcroft,,24,68,269,1706,False
1368,Thu Dec 13 00:39:33 +0000 2018,1073014527061606401,RT @timmy2checks: i deserve a Nike tech suit,229764099,Johnny Sauce,"Mississippi, USA",2172,2094,60049,6534,False
1369,Thu Dec 13 00:39:33 +0000 2018,1073014528701390848,"@donnieboyyyyyy @vllbrzacj kung si kuya don yan, binugbog na ny yang nike na yan",793621578,Marc Nuñez,🇵🇭,618,295,17538,12719,False
1370,Thu Dec 13 00:39:34 +0000 2018,1073014529729019904,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,601740062,the wave papi 🌊,Upstate New York,466,384,13352,52830,False
1371,Thu Dec 13 00:39:34 +0000 2018,1073014531612237825,"RT @cocoadiosa: so not only has hobi gotten rid of the snow app for good, he also wore nike air jordan’s that was made for black history mo…",809972371650215936,JJS,Between Hoseoks thighs,14,229,11959,992,False
1372,Thu Dec 13 00:39:36 +0000 2018,1073014538251976704,RT @Augustinho556: Não sei ser compro uma reef ou um tênis da nike pra natal #ressacadamicaretadodjadriano,814244646180319232,Iza 🌸,indisponível...,764,377,12681,1784,False
1373,Thu Dec 13 00:39:36 +0000 2018,1073014539107610624,"RT @Cam_Oflage: Nike ""Earned Edition"" NBA jersey thread

These seem to be about tying together each team's existing jersey roster

About ha…",168037201,Kev,"Brampton, Ontario",174,353,38727,48563,False
1374,Thu Dec 13 00:39:38 +0000 2018,1073014545835352064,@HotNewHipHop @Nike @NBA @esoy413,1663886791,A-Aron Baynes,New York,211,373,12912,11659,False
1375,Thu Dec 13 00:39:40 +0000 2018,1073014556153176065,"RT @salty_beatnik: FUN FACT: UNLV spent $50,000 on our current shit logo that we now have to have until 2027 when their apparel contract wo…",896225474,Iana Relampagos,LV,362,310,30162,22548,False
1376,Thu Dec 13 00:39:40 +0000 2018,1073014556518162432,RT @SoleCollector: .@KyrieIrving debuts his “Neon Blends” Nike Kyrie 5 PE against the Wizards tonight. https://t.co/SxfypQyRLe,26574777,LilBoookyy,,1356,811,81491,112404,False
1377,Thu Dec 13 00:39:41 +0000 2018,1073014559676469248,Nike LeBron XV 15 low mens basketball shoes AO1755 https://t.co/d4eAIPaj0N,3007312628,Seth,Clifton,347,2,2584467,5,False
1378,Thu Dec 13 00:39:41 +0000 2018,1073014562255818753,"RT @sneaker_wars: 【国内12月19日発売予定】オフホワイト × ナイキ エアフォース1 ロー 全2色(AO4606-700/AO4606-001)
⇒https://t.co/LuQKtk9ryn
⇒https://t.co/Rbto31IWWw
#sneak…",848847775856869380,雄大,,522,427,1430,2394,False
1379,Thu Dec 13 00:39:45 +0000 2018,1073014575660904449,RT @premium_bye: 転売ヤーの日記 : 12月15日発売予定 NIKE AIR JORDAN 1 RETRO HIGH OG NOT FOR RESALE https://t.co/oTOHYk0aux,150576381,untitled,,393,192,16047,6485,False
1380,Thu Dec 13 00:39:45 +0000 2018,1073014576860393472,We like Nike tech fleece too 🤷🏽‍♂️,245463544,PREEM,the big park ,356,338,23247,1443,False
1381,Thu Dec 13 00:39:45 +0000 2018,1073014578701848578,@brunadefato nike shox rosa pink,973338125727666176,melim;,,475,194,5655,605,False
1382,Thu Dec 13 00:39:48 +0000 2018,1073014590580146177,"RT @nabucodonosor96: aí. vou ter q mandar a real p vcs esses tênis aí da Nike, Balenciaga e da empresa lá do Kanye West q vcs gosta: não te…",59166307,poderosa chefona,Brasil,498,91,58397,40909,False
1383,Thu Dec 13 00:39:49 +0000 2018,1073014595034345472,"RT @sneaker_wars: 【国内12月19日発売予定】オフホワイト × ナイキ エアフォース1 ロー 全2色(AO4606-700/AO4606-001)
⇒https://t.co/LuQKtk9ryn
⇒https://t.co/Rbto31IWWw
#sneak…",150576381,untitled,,393,192,16048,6486,False
1384,Thu Dec 13 00:39:54 +0000 2018,1073014613795573760,This is what I want for Christmas 🥴,1465014986,kimber 🥛🍪,Lil baby’s heart ,4198,3584,32684,1435,False
1385,Thu Dec 13 00:39:54 +0000 2018,1073014615615959040,I fucking love these,455398021,Alɘx Chick III,"Midland, TX",249,141,42027,30942,False
1386,Thu Dec 13 00:39:56 +0000 2018,1073014621802520576,@YannDrabo @Amsaa_ @YannLandryD Plutôt nike vu que c’est notre activité pref 👀👀👀,824964836027142145,yaki minou🙌🏾🇨🇮/ AJEgroup,"Saint-Sébastien-sur-Loire, France",976,281,7301,11832,False
1387,Thu Dec 13 00:39:57 +0000 2018,1073014625975775232,RT @mimic_xr: Believe it or not this shoe is AR! Great work from our team; our unique capture method allows for photo-realistic 3D objects…,815795310601510912,Eddie,"La Puente, CA",257,279,597,5715,False
1388,Thu Dec 13 00:39:57 +0000 2018,1073014628320460800,These Nike conpression shorts ran me bout $25-30 ain’t no way shit stains fen be in em💀,2237209675,Kick names. Take ass,"Gahdamn back off, nigger",916,955,167945,38172,False
1389,Thu Dec 13 00:40:00 +0000 2018,1073014640269881344,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,4615134678,spencer,,168,217,5084,21260,False
1390,Thu Dec 13 00:40:02 +0000 2018,1073014648595570689,"@sierralark12 お金を恵んでくださいw
私にもadidasを。。いやNIKEで🙋‍♀️😝",2370134077,しほねぇ/Tokki's,マイカラーは未定。。何色っぽいですか？😝,98,173,2778,693,False
1391,Thu Dec 13 00:40:02 +0000 2018,1073014650277638144,RT @SoleCollector: .@KyrieIrving debuts his “Neon Blends” Nike Kyrie 5 PE against the Wizards tonight. https://t.co/SxfypQyRLe,67220829,zobe70 ॐ,The Moon,1572,779,45522,8603,False
1392,Thu Dec 13 00:40:05 +0000 2018,1073014662390788098,"J'aime une vidéo @YouTube : ""181201 Roller Coaster 청하ChungHa 4k 직캠Fancam [NIKE Battle Force]"" à l'adresse",1209254646,iSkiilez,,0,0,85,0,False
1393,Thu Dec 13 00:40:05 +0000 2018,1073014661648400385,"Nike Air Vapormax Flyknit 2 'Dark Grey'
Get them 30% OFF, use promo code GIFT30 at checkout
Buy here:… https://t.co/5Dln5B9oVT",2959356081,Footwear Links,United States,3531,4976,5470,13,False
1394,Thu Dec 13 00:40:07 +0000 2018,1073014669080551424,"RT @GetOnSwag: HERON PRESTON x NASA tech pants 
UNDERCOVER white Down Astronaut Puffer Jacket
NIKE Air Max 97

NAMJOON  #BTS 181212 [#2018M…",884747701102837762,💜MaYanG 💜,Indonesia,997,815,29692,24070,False
1395,Thu Dec 13 00:40:07 +0000 2018,1073014670070562816,"#Mtckicks 🚨🚨
The CLOT x Air Jordan 13 Low pays tribute to co-founder and creative director Edison Chen’s youth, whi… https://t.co/JRRVSpWfzr",1216675002,MeetTheConnect Style,Worldwide,577,652,4877,136,False
1396,Thu Dec 13 00:40:07 +0000 2018,1073014671500853249,RT @nicekicks: Nike’s NBA Earned Edition Uniforms are for Playoff Teams Only https://t.co/BNAUCr3szE,1052658023053893632,XXVII,"Charlotte, NC",211,494,7926,4050,False
1397,Thu Dec 13 00:40:08 +0000 2018,1073014674550112256,"RT @aleecarranzag2: Nike Roshe
Me gustaría saber quién fue propagó esta moda
Son súper comodas eso sí
Si llevabas unas roshe eras la putisi…",4777176935,novo,Galiza,310,136,10505,9523,False
1398,Thu Dec 13 00:40:09 +0000 2018,1073014675900489729,RT @KicksDeals: Here's your chance to SAVE $30 on NBA x Nike Therma Flex Showtime Hoodies direct from @nikestore at $120 each + FREE shippi…,2281629937,The Solo🌊,The Dojo,274,474,14147,23358,False
1399,Thu Dec 13 00:40:09 +0000 2018,1073014676391424000,aaaa,2833058043,gapr!el vulgo sboz og,"São Luiz Gonzaga, Brasil",577,755,24501,17789,False
1400,Thu Dec 13 00:40:10 +0000 2018,1073014681550381056,"RT @CopSiteList: Sitelist for week 2 of December live: 🍴

- Jordan ""Origin story"" ✅
- Jordan ""Not for resale"" EU release ✅
- Zoom Fly v2 US…",3507917235,Ark🌐,"Linden, NJ",49,361,1317,4897,False
1401,Thu Dec 13 00:40:11 +0000 2018,1073014684872130562,@JasonKlevra Because they're Nike; they're funny.,786094552214016000,Yuna,In your memories ,997,1039,33515,49477,False
1402,Thu Dec 13 00:40:11 +0000 2018,1073014688022257664,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",91895448,B,,1053,511,111759,35675,False
1403,Thu Dec 13 00:40:12 +0000 2018,1073014688559128578,RT @_lcreis: Nike é covarde kkk https://t.co/CVpeutyerH,1031368349459144705,👑🦁,"Miami Beach, FL",3149,2096,6522,4250,False
1404,Thu Dec 13 00:40:12 +0000 2018,1073014690865795072,💦💦💦,1287701977,Special_K,"San Jose, CA",327,460,20554,20524,False
1405,Thu Dec 13 00:40:15 +0000 2018,1073014701112455169,"RT @GetOnSwag: NIKE AIR JORDAN 1 BHM “Equality” for Black History Month

[JHOPE  BTS 181212 2018MAMA MAMA in JAPAN  제이홉   방탄소년단] https://t.…",831080292035096577,jochebed,OT7 💜 ,1069,112,104616,92383,False
1406,Thu Dec 13 00:40:15 +0000 2018,1073014702207307776,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,3148540008,ro$e,573,1685,1176,18071,33103,False
1407,Thu Dec 13 00:40:16 +0000 2018,1073014706527338496,"RT @sneakerhack1: 更新）12月19日発売予定 Off-White x NIKE AIR FORCE 1 THE 10 PART2
→ https://t.co/bqL5fY2UVI
新たにエアフォースワン2カラーがリリース https://t.co/abaEC…",1031881059657347072,はせがわ,,41,48,573,232,False
1408,Thu Dec 13 00:40:17 +0000 2018,1073014710130409473,Gostei de um vídeo @YouTube https://t.co/8jTplqieRY NIKE VS ADIDAS ft BANHEIRISTAS ‹ PORTUGA ›,991834697989853184,PEDRO HENRIQUE,"Carapicuíba, Brasil",36,264,4114,1759,False
1409,Thu Dec 13 00:40:17 +0000 2018,1073014711548022785,Oouuuu🔥🔥🔥,933664644,D££,"Abbeville, LA",122,470,1342,1527,False
1410,Thu Dec 13 00:40:18 +0000 2018,1073014717034184704,"RT @GetOnSwag: NIKE AIR JORDAN 1 BHM “Equality” for Black History Month

[JHOPE  BTS 181212 2018MAMA MAMA in JAPAN  제이홉   방탄소년단] https://t.…",2427904299,karria🌙✨,she/they,212,189,16073,55416,False
1411,Thu Dec 13 00:40:19 +0000 2018,1073014718732763136,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",4739411220,Zach,"El Paso, TX",559,889,8330,6193,False
1412,Thu Dec 13 00:40:20 +0000 2018,1073014722922975234,"RT @dropssupreme: ENTER IN A NEW FREE GIVEAWAY 🔥

➡️ follow @solezeroio + @dropssupreme 
➡️ RETWEET + LIKE this post

To try to win a free…",877652284116803584,Iman,,47,98,48,25,False
1413,Thu Dec 13 00:40:20 +0000 2018,1073014723715555328,RT @itsbkyle: NIKE SHOES😍 https://t.co/Ka9kRK1TSR,907604274615435265,ica💫,Rainbow🌈,815,458,14304,4163,False
1414,Thu Dec 13 00:40:21 +0000 2018,1073014727666794497,NIKE Sneakers Men's Size 10 Athletic Running FREE 5.0 Lightweight White #B2130 https://t.co/AkStWDlI4f,2831719311,2 Legit,,379,0,1030775,6,False
1415,Thu Dec 13 00:40:24 +0000 2018,1073014739729408001,RT @fka_nerdferg: Ok so which one is you?! https://t.co/Tsjad6P6Im,208023261,kebab,"Up your ass, Singapore. ",503,438,50860,4946,False
1416,Thu Dec 13 00:40:25 +0000 2018,1073014743693230080,Nutshell: Nike didn't give teams a whole lot of time to design the bonus jersey. They told teams they could basical… https://t.co/bTp3A0N9dK,17224733,BHodges🎙,"Salt Lake City, UT",1487,1843,11378,44248,False
1417,Thu Dec 13 00:40:25 +0000 2018,1073014745668694017,"RT @natalynastyx: Mwah 🥰😘
#tits #cock #bbc #cumtribute #nude #dm #horny #teen #nike #cumslut #cock #cum #cockslut #cocktribute #cumslut #Sn…",1051102515578703873,unknown k,"London, England",51,560,433,326,False
1418,Thu Dec 13 00:40:27 +0000 2018,1073014755235954689,Enter to win the new #AppleWatch Series 4 @Nike Edition from @AndruEdwards! https://t.co/TVc76WnxwT #giveaways https://t.co/BVjKHLv7kS,1072511901639294976,Zakonlit,,0,0,1,0,False
1419,Thu Dec 13 00:40:28 +0000 2018,1073014756007526400,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,850584476631449602,Ampaooo,Muntinlupa City,82,134,519,2098,False
1420,Thu Dec 13 00:40:30 +0000 2018,1073014765902069763,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,1167954348,Wesley Pipes,,1315,341,104462,201,False
1421,Thu Dec 13 00:40:31 +0000 2018,1073014769576140800,"RT @adone1206: 撮影終わった後にママと映画観てきたよ。ファンタスティックビースト。ダンフォグラーさんが天才的に良い役してた。たまにはお洋服あげてみる🤲最近甘めな服だったけど私は強めな服の方がなんか落ち着く笑。靴はスニーカーがブーム。
op @ZARA_JP 
ou…",3029397273,宮藤あどね,,9456,2975,4154,12717,False
1422,Thu Dec 13 00:40:34 +0000 2018,1073014780875685888,RT @313doe: Me as soon as I throw the Nike Tech on https://t.co/cnRcozyclL,889002481317007360,ً,,236,179,23866,0,False
1423,Thu Dec 13 00:40:34 +0000 2018,1073014783937576961,@Nike is dropping Hella jerseys for the @NBA and I’m not complaining. keep them coming!,2476093728,Squirt,,242,271,971,3270,False
1424,Thu Dec 13 00:40:34 +0000 2018,1073014784004669441,RT @quartel24: melhor a gente ir com calma... mas os nossos pivetes vão usar nike ou adidas?,772614608674754560,ASIOLE,"Balneário Camboriú, Brasil",380,302,10351,7549,False
1425,Thu Dec 13 00:40:35 +0000 2018,1073014787330719744,"Quanto guadagnano Nadal, Sharapova e Halep dalla Nike? https://t.co/XKTfHgbEhG #federer",3207502121,Federer News It,,70,100,34915,3,False
1426,Thu Dec 13 00:40:35 +0000 2018,1073014787418648576,📍nike factory store,936194426468102144,ʝαииυтѕ,𝕪𝕒𝕟𝕚𝕖,261,232,3664,840,False
1427,Thu Dec 13 00:40:37 +0000 2018,1073014794012090368,RT @SoleCollector: Nike reveals Virgil Abloh's Off-White x Air Force 1 in kid's sizing: https://t.co/BaFYhbC0EN https://t.co/ZC0xwlAfzL,46780692,Lizzzz,The Bay Area,193,140,14115,6108,False
1428,Thu Dec 13 00:40:40 +0000 2018,1073014806599340032,Check out this YouTube giveaway and enter for a chance to win a the new #AppleWatch Series 4 @Nike Edition!… https://t.co/AQuMvtk83c,226948537,mike vidal,sc,13,44,57,40,False
1429,Thu Dec 13 00:40:41 +0000 2018,1073014812534161408,"RT @GetOnSwag: NIKE Air Max 97 Dark Grey Wolf Grey Gym Red

JIN  181212 MAMA Japan  Anpanman  방탄소년단  진   석진 https://t.co/84MCdX6utt",854941667572318208,LOVE THE CENTURY,,44,292,36896,52694,False
1430,Thu Dec 13 00:40:42 +0000 2018,1073014818028838912,"RT @jeskeets: Nike also announces new ""Garbage"" uniforms for the 14 teams who DIDN'T make the playoffs last season. 

Love this Knicks one!…",1021535885626683392,Ky : Bears (9-4),"Wave Cave , USA",299,813,5701,9125,False
1431,Thu Dec 13 00:40:43 +0000 2018,1073014819077455873,🔥,1167954348,Wesley Pipes,,1315,341,104462,201,False
1432,Thu Dec 13 00:40:43 +0000 2018,1073014820599783424,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",432414427,Red Cardenas,Polar Star Dormitory,1287,1072,53993,26449,False
1433,Thu Dec 13 00:40:44 +0000 2018,1073014824030810112,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,845106613513969664,かいと002,,310,383,8120,43263,False
1434,Thu Dec 13 00:40:45 +0000 2018,1073014828917231617,Off-White x Nike Air Force 1 Low Releasing In Sizes For The Whole Fam https://t.co/c9of8kQQUs via @YouTube,619376997,caspathe great1,northamerica,414,1382,6728,164,False
1435,Thu Dec 13 00:40:51 +0000 2018,1073014854322012160,My thighs have DESTROYED my favorite pair of nike pros i guess i am a medium type of girl https://t.co/mMAU42D4bz,3765748392,heauxish,soweoneul malhae bwa,281,166,33055,52922,False
1436,Thu Dec 13 00:40:51 +0000 2018,1073014855672758272,"RT @Twolves_PR: #Twolves unveil Nike NBA Earned Edition uniform. The uniform, which will be worn once at home (Dec. 28) and five times on t…",700525750982578176,D Todd Harris,United States,29,231,32,24,False
1437,Thu Dec 13 00:40:54 +0000 2018,1073014865319600128,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",797678266748465156,Brandon Salata,"Cleveland, OH",298,46,30491,30431,False
1438,Thu Dec 13 00:40:57 +0000 2018,1073014878728728576,"RT @sikinzerotenbai: 🎁🎅クリスマスプレゼント企画🎅🎁
・ADIDAS YEEZY BOOST 350 V2 “SESAME” 27cm
・NIKE AIR FORCE 1 HI VIP BLACK “VELOUR” 24.5cm ×2個
計３つです！

応…",970808543455494144,しょう,神奈 緑区,95,232,77,1548,False
1439,Thu Dec 13 00:40:57 +0000 2018,1073014878904954880,RT @OfcNiike: Nike Força aérea https://t.co/iSRzpayO3b,891428856950915073,Oséias Vilanova,"Icaraí, Niterói",863,5000,513,4438,False
1440,Thu Dec 13 00:40:57 +0000 2018,1073014880653983744,RT @313doe: Me as soon as I throw the Nike Tech on https://t.co/cnRcozyclL,2648959765,MJ✨,,406,753,8719,5228,False
1441,Thu Dec 13 00:40:59 +0000 2018,1073014887964643330,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,473522197,Andrew Canavos,"Newport News, VA",5740,4435,50984,128853,False
1442,Thu Dec 13 00:40:59 +0000 2018,1073014889487237120,Quiero unas Nike Cortez:(,3070367197,𝚂𝚊𝚛𝚊 𝙲𝚊𝚛𝚙𝚒𝚘 👸🏻,,641,376,15349,13344,False
1443,Thu Dec 13 00:41:00 +0000 2018,1073014892943343616,"RT @dropssupreme: ENTER IN A NEW FREE GIVEAWAY 🔥

➡️ follow @solezeroio + @dropssupreme 
➡️ RETWEET + LIKE this post

To try to win a free…",3507460332,junior_,Mexico,36,487,193,183,False
1444,Thu Dec 13 00:41:01 +0000 2018,1073014894180659200,"RT @mskinkkong: oh so hobi was wearing the black history month edition Nike’s? 

bet. https://t.co/r8x93qUSgR",191158984,storm,"England, United Kingdom",3969,1437,42265,56293,False
1445,Thu Dec 13 00:41:01 +0000 2018,1073014894251921409,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",79456900,carmine🇮🇹,Saugus,440,459,54621,11333,False
1446,Thu Dec 13 00:41:01 +0000 2018,1073014896378462209,Nike SB Dunk High TRD QS Gino Iannucci Mens Sz 12 Black Obsidian 881758 001 https://t.co/SJcLyZccvG,864729971985600512,Pop,US,54,20,421158,11,False
1447,Thu Dec 13 00:41:03 +0000 2018,1073014905542979584,"RT @ItsHopeLowie: Le maquillage aujourd’hui, le prix des Nike au pied d’un gilet jaune la semaine dernière, quand un “pauvre” ne ressemble…",870589548,v,"Paris, France",477,307,27690,3005,False
1448,Thu Dec 13 00:41:06 +0000 2018,1073014918612434944,#nike#vapormax#airmax97#jualadidas#jualnikefiyknit#juanikemurah#keairmax1#nmd#airmax97#nikeairmaxmurah#jualaimaxgol… https://t.co/om2MgoXqAo,1060933039520239617,shaohongzhuang,,2,33,1447,555,False
1449,Thu Dec 13 00:41:07 +0000 2018,1073014919035899904,"RT @sikinzerotenbai: 🎁🎅クリスマスプレゼント企画🎅🎁
・ADIDAS YEEZY BOOST 350 V2 “SESAME” 27cm
・NIKE AIR FORCE 1 HI VIP BLACK “VELOUR” 24.5cm ×2個
計３つです！

応…",970808543455494144,しょう,神奈 緑区,95,232,78,1548,False
1450,Thu Dec 13 00:41:08 +0000 2018,1073014924455149569,RT @313doe: Me as soon as I throw the Nike Tech on https://t.co/cnRcozyclL,512124880,🥀$OUFSIDE RED🥀,"HOU$TON,TEXA$",1609,895,191466,6652,False
1451,Thu Dec 13 00:41:09 +0000 2018,1073014929047732224,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",938385161200156672,junjieness,khalid?,521,456,11135,7212,False
1452,Thu Dec 13 00:41:10 +0000 2018,1073014933900664832,"RT @mmariogodoyy: Parabéns @Toyota! Belíssima decisão de não ser mais conivente com tanta roubalheira, favorecimento, descaso e o principal…",1037653340182728705,Trichez,,19,71,802,1380,False
1453,Thu Dec 13 00:41:14 +0000 2018,1073014951147700231,RT @COOPERMENDI: Ya vienen lo reyes con la nike de muelle,3258717599,🖤₪™,EN TU MENTE,240,363,5957,1986,False
1454,Thu Dec 13 00:41:15 +0000 2018,1073014954192715776,Nike be showing Miami love with them jerseys,238041621,Melanin Papi,"The 6, LA",1741,1116,204262,23959,False
1455,Thu Dec 13 00:41:16 +0000 2018,1073014959431389185,Nike VaporMax collection shitting on Jordans 🗣🤷🏾‍♂️,28261788,Marley ♌️,Florida ☀️,6964,2526,92474,886,False
1456,Thu Dec 13 00:41:17 +0000 2018,1073014962346446848,"RT @cocoadiosa: so not only has hobi gotten rid of the snow app for good, he also wore nike air jordan’s that was made for black history mo…",2831991457,✨Leh the baddest b*tch✨,🍇,1316,371,100459,108810,False
1457,Thu Dec 13 00:41:20 +0000 2018,1073014975071842305,DSMLA Nike Air FOG Instore https://t.co/zBob96ct8v via @linkzclub,2582403702,Andy,"Los Angeles, CA",99,484,392,192,False
1458,Thu Dec 13 00:41:21 +0000 2018,1073014981325713409,RT @SoleCollector: .@KyrieIrving debuts his “Neon Blends” Nike Kyrie 5 PE against the Wizards tonight. https://t.co/SxfypQyRLe,1214975725,TG 🤐🖕🏽,,1827,1706,135669,2168,False
1459,Thu Dec 13 00:41:22 +0000 2018,1073014982508347392,Houston Rockets and Nike reveal City Edition jerseys for 2018-2019 season https://t.co/kodbH9qmzL via @therocketswire,1928136103,WadeB,"San Diego, CA",66,160,3413,1004,False
1460,Thu Dec 13 00:41:23 +0000 2018,1073014987885592578,RT @SoleCollector: .@KyrieIrving debuts his “Neon Blends” Nike Kyrie 5 PE against the Wizards tonight. https://t.co/SxfypQyRLe,741294728315035648,Târiq Ibn Travis,,783,830,3697,2809,False
1461,Thu Dec 13 00:41:26 +0000 2018,1073014999994458112,Gotta cop me the north,1049979912201760768,OVO Logz,,112,308,1863,3291,False
1462,Thu Dec 13 00:41:27 +0000 2018,1073015003035385857,RT @brkicks: .@KyrieIrving will wear the player exclusive Nike Kyrie 5 “Neon Blends” tonight against the Wizards. https://t.co/sKXv4JyLZA,602478494,⚡️,6FD,1355,995,12604,23698,False
1463,Thu Dec 13 00:41:31 +0000 2018,1073015021842644992,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",3321569773,Savion’🦉,,360,817,4410,3868,False
1464,Thu Dec 13 00:41:33 +0000 2018,1073015031736938497,"RT @warriors: Town Gold

Introducing the Nike NBA Earned Edition Jersey https://t.co/kyw2I5PmVL",938385161200156672,junjieness,khalid?,521,456,11136,7213,False
1465,Thu Dec 13 00:41:34 +0000 2018,1073015032961753089,"RT @BR_NBA: Nike x NBA announce new ""Earned"" edition uniforms for all 16 teams who made the 2018 Playoffs https://t.co/VphtMzPCgg",192247005,August,On The Westside Of Philly,980,1167,44108,2365,False
1466,Thu Dec 13 00:41:35 +0000 2018,1073015036522704897,RT @SoleCollector: .@KyrieIrving debuts his “Neon Blends” Nike Kyrie 5 PE against the Wizards tonight. https://t.co/SxfypQyRLe,468920971,KelviN,Dyckman,999,783,19543,9902,False
1467,Thu Dec 13 00:41:37 +0000 2018,1073015045532147712,"RT @ExtraButter: Nike SB x Concepts ""Purple Lobster"" ($100) is releasing December 15th. Enter the draw via EB Releases https://t.co/2b3ktyf…",600771587,Hugh b jackman,Brooklyn NY USA,195,188,17875,2925,False
1468,Thu Dec 13 00:41:37 +0000 2018,1073015045423026177,Enter to win the new #AppleWatch Series 4 @Nike Edition from @AndruEdwards! https://t.co/UG7DZ7Dwh7 #giveaways https://t.co/TVKGH7dwzg,226948537,mike vidal,sc,13,44,58,40,False
1469,Thu Dec 13 00:41:39 +0000 2018,1073015056516804609,ブラック コムデギャルソン × ナイキ Tシャツ　https://t.co/NLImY1t5NP　https://t.co/gq0sxIKz5B　#ブラックコムデギャルソンNIKETシャツ,860493470544220163,ナイキ×コムデギャルソン,,1450,1563,26446,0,False
1470,Thu Dec 13 00:41:42 +0000 2018,1073015066436472832,RT @mxthxz: melhor a gente ir com calma... mas os nossos pivetes vão usar nike ou adidas?,708470214825005057,ITALIANØ!.,NOROE$TE,725,401,10595,4054,False
1471,Thu Dec 13 00:41:43 +0000 2018,1073015073382326273,Bruh these need to release @Nike @KyrieIrving,3228246174,Broke Boi,"Oklahoma City, OK",217,232,13801,2202,False
1472,Thu Dec 13 00:41:44 +0000 2018,1073015076448231425,RT @fka_nerdferg: Ok so which one is you?! https://t.co/Tsjad6P6Im,96697295,Alvin Ling,,275,435,48497,5592,False
1473,Thu Dec 13 00:41:44 +0000 2018,1073015077853368320,"@bkelly776 2 things
1) They're concept ideas originally designed by graphic designer @ILuski_ when imagining what N… https://t.co/XcLY0lmwi6",2493024126,Bobby Wisdom,,61,158,442,33670,False
1474,Thu Dec 13 00:41:45 +0000 2018,1073015078469939200,The History of Nike Sneakers https://t.co/nMwYZp4UyQ,966695462060380161,go ladies shores,,18,52,6767,0,False
1475,Thu Dec 13 00:41:45 +0000 2018,1073015080625823744,RT @COOPERMENDI: Ya vienen lo reyes con la nike de muelle,988546203569803264,Peggy Sue 🥀⚰️,El fondo del abismo,38,79,789,4147,False
1476,Thu Dec 13 00:41:45 +0000 2018,1073015081359818752,🔥🔥,426352897,Matt Shepard,,291,299,13063,8106,False
1477,Thu Dec 13 00:41:46 +0000 2018,1073015084891430912,"Just bring back the Flo Jo, that’s all we ask",479137911,Jared Harter,,722,853,19807,18178,False
1478,Thu Dec 13 00:41:49 +0000 2018,1073015096027295744,RT @313doe: Me as soon as I throw the Nike Tech on https://t.co/cnRcozyclL,899465286277107712,‏ً,"Rocky Mount, NC",13663,341,47275,21245,False
1479,Thu Dec 13 00:41:49 +0000 2018,1073015096471887872,"REVIEW/UNBOXING: 2018 CONCORD NIKE AIR JORDAN 11 
@Nike @sneakersnstuff @Jumpman23 https://t.co/GCjc9rIf2A",847630779383402497,“CMDKicks”,"Colorado, USA",3413,127,3985,12309,False
1480,Thu Dec 13 00:41:50 +0000 2018,1073015100523601920,RT @COOPERMENDI: Ya vienen lo reyes con la nike de muelle,573817626,aguanile,Mallorca,416,286,22613,17723,False
1481,Thu Dec 13 00:41:50 +0000 2018,1073015102566223872,"@unsimpletigre Hola Jorge, por favor comunícate con Nike Concierge para recibir más información sobre el atraso de tu pedido: 5579961389.",20536515,Nike México,,533843,400,25023,3480,True
